ma_shop_n, metroarian, ma_ptrans, ucl_code, ma_edu, ucl_name, metroariac, ma_shop, ma_edu_n, ma_hlth_n, ma_hlth, ma_ptransn, ma_fpost_n, ma_fpost, sa1no
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116128"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20703116129"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116130"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116131"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20703116132"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20703116133"
"High Accessibility","Very High Accessibility",3,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Moderate Accessibility","Very High Accessibility",1,"20703116134"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20703116135"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"20703116136"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20703116137"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20703116138"
"High Accessibility","Very High Accessibility",3,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Moderate Accessibility","Very High Accessibility",1,"20703116139"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20703116140"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20703116141"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"20703116142"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116143"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116144"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116145"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20703116201"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20703116202"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"20703116203"
"High Accessibility","Very High Accessibility",3,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Moderate Accessibility","Very High Accessibility",1,"20703116204"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116205"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116206"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116207"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116208"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116209"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116210"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116211"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116212"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116213"
"High Accessibility","High Accessibility",1,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20703116214"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116215"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116216"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"20703116217"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"20703116218"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"20703116219"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"Low Accessibility","High Accessibility",2,"20703116220"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20703116221"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116222"
"Moderate Accessibility","High Accessibility",1,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20703116223"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116224"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116225"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20703116301"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116302"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116303"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116304"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116305"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116306"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116307"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20703116308"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116309"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20703116310"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116311"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20703116312"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20703116313"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20703116314"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116315"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116316"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20703116317"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116318"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20703116319"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20703116320"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116321"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116322"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20703116323"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20703116324"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116325"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20703116326"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20703116327"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20703116328"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20703116329"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20703116330"
"Moderate Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,3,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20703116331"
